Name,Sex,Embarked,Pclass,Age,SibSp,Parch,Fare,Survived
Mr Frederick Charles Sawyer,male,S,3,24.5,0,0,768.131,0
Mr James Scanlan,male,Q,3,,0,0,737.1195,0
Mr Todor Sdycoff,male,S,3,,0,0,753.417236,0
Mr Patrick Shaughnessy,male,Q,3,,0,0,739.505,0
Mr Jan Baptist Sheerlinck,male,S,3,29,0,0,906.49,1
Mr Frederick William Shellard,male,S,3,,0,0,1440.842,0
Miss Ellen Natalia Shine,female,Q,3,,0,0,742.291264,1
Mr Charles Joseph Shorney,male,S,3,,0,0,768.131,0
Mr John Simmons,male,S,3,,0,0,768.131,0
Mr Orsen Sirayanian,male,C,3,22,0,0,689.810264,0
Mr Maurice Sirota,male,S,3,,0,0,768.131,0
Mr Husein Sivic,male,S,3,40,0,0,753.417236,0
Mr Antti Wilhelm Sivola,male,S,3,21,0,0,756.2035,0
Miss Anna Sofia Sjoblom,female,S,3,18,0,0,715.249236,1
Master Harald Skoog,male,S,3,4,3,2,2662.218,0
Master Karl Thorsten Skoog,male,S,3,10,3,2,2662.218,0
Miss Mabel Skoog,female,S,3,9,3,2,2662.218,0
Miss Margit Elizabeth Skoog,female,S,3,2,3,2,2662.218,0
Mr Wilhelm Skoog,male,S,3,40,1,4,2662.218,0
Mrs William (Anna Bernhardina Karlsson) Skoog,female,S,3,45,1,4,2662.218,0
Mr Petco Slabenoff,male,S,3,,0,0,753.417236,0
Mr Selman Francis Slocovski,male,S,3,,0,0,768.131,0
Mr Mile Smiljanic,male,S,3,,0,0,826.57575,0
Mr Thomas Smith,male,Q,3,,0,0,739.505,0
Miss Julia Smyth,female,Q,3,,0,0,737.911486,1
Mr Peter Andreas Lauritz Andersen Soholt,male,S,3,19,0,0,729.963,0
Mr Francis William Somerton,male,S,3,30,0,0,768.131,0
Mr Woolf Spector,male,S,3,,0,0,768.131,0
Mr Henry John Spinner,male,S,3,32,0,0,768.131,0
Mr Ivan Staneff,male,S,3,,0,0,753.417236,0
Mr Ivan Stankovic,male,C,3,33,0,0,826.57575,0
Miss Amy Zillah Elsie Stanley,female,S,3,23,0,0,720.421,1
Mr Edward Roland Stanley,male,S,3,21,0,0,768.131,0
Mr Thomas Storey,male,S,3,60.5,0,0,0,0
Mr Ilia Stoytcheff,male,S,3,19,0,0,753.417236,0
Miss Ida Sofia Strandberg,female,S,3,22,0,0,938.69425,0
Mr Juho Stranden,male,S,3,31,0,0,756.2035,1
Mr Ivan Strilic,male,S,3,27,0,0,826.57575,0
Miss Telma Matilda Strom,female,S,3,2,0,1,998.33175,0
Mrs Wilhelm (Elna Matilda Persson) Strom,female,S,3,29,1,1,998.33175,0
Mr Victor Francis Sunderland,male,S,3,16,0,0,768.131,1
Mr Johan Julian Sundman,male,S,3,44,0,0,756.2035,1
Mr Henry Jr Sutehall,male,S,3,25,0,0,672.711,0
Mr Johan Svensson,male,S,3,74,0,0,741.8905,0
Mr Johan Cervin Svensson,male,S,3,14,0,0,880.2495,1
Mr Olof Svensson,male,S,3,24,0,0,743.875236,0
Mr Gunnar Isidor Tenglin,male,S,3,25,0,0,743.875236,1
Mr Thomas Leonard Theobald,male,S,3,34,0,0,768.131,0
Master Assad Alexander Thomas,male,C,3,0.4167,0,1,812.663514,1
Mr Charles P Thomas,male,C,3,,1,0,614.26625,0
Mr John Thomas,male,C,3,,0,0,614.26625,0
Mr Tannous Thomas,male,C,3,,0,0,689.4095,0
"Mrs Alexander (Thamine ""Thelma"") Thomas",female,C,3,16,1,1,812.663514,1
Mr Alexander Morrison Thomson,male,S,3,,0,0,768.131,0
Mr Percival Thorneycroft,male,S,3,,1,0,1536.262,0
Mrs Percival (Florence Kate White) Thorneycroft,female,S,3,,1,0,1536.262,1
Mr Juho Tikkanen,male,S,3,32,0,0,756.2035,0
Mr Roger Tobin,male,Q,3,,0,0,739.505,0
Mr Lalio Todoroff,male,S,3,,0,0,753.417236,0
Mr Ernest Portage Tomlin,male,S,3,30.5,0,0,768.131,0
Mr Ernst William Torber,male,S,3,44,0,0,768.131,0
Mr Assad Torfa,male,C,3,,0,0,689.810264,0
Mr William Henry Tornquist,male,S,3,25,0,0,0,1
Mr Nakli Toufik,male,C,3,,0,0,689.810264,0
Master Georges Youssef Touma,male,C,3,7,1,1,1454.754236,1
Miss Maria Youssef Touma,female,C,3,9,1,1,1454.754236,1
Mrs Darwis (Hanne Youssef Razi) Touma,female,C,3,29,0,2,1454.754236,1
Mr Stjepan Turcin,male,S,3,36,0,0,753.417236,0
Miss Anna Sofia Turja,female,S,3,18,0,0,939.095014,1
Mrs (Hedwig) Turkula,female,S,3,63,0,0,914.83925,1
Master James William van Billiard,male,S,3,,1,1,1383.59,0
Master Walter John van Billiard,male,S,3,11.5,1,1,1383.59,0
Mr Austin Blyler van Billiard,male,S,3,40.5,0,2,1383.59,0
Miss Catharina Van Impe,female,S,3,10,0,2,2304.393,0
Mr Jean Baptiste Van Impe,male,S,3,36,1,1,2304.393,0
Mrs Jean Baptiste (Rosalie Paula Govaert) Van Impe,female,S,3,30,1,1,2304.393,0
Mr Philemon van Melkebeke,male,S,3,,0,0,906.49,0
Mr Johannes Joseph Vande Velde,male,S,3,33,0,0,906.49,0
Mr Nestor Cyriel Vande Walle,male,S,3,28,0,0,906.49,0
Mr Leo Peter Vanden Steen,male,S,3,28,0,0,906.49,0
Mr Victor Vander Cruyssen,male,S,3,47,0,0,858.78,0
Miss Augusta Maria Vander Planke,female,S,3,18,2,0,1717.56,0
Mr Julius Vander Planke,male,S,3,31,3,0,1717.56,0
Mr Leo Edmondus Vander Planke,male,S,3,16,2,0,1717.56,0
Mrs Julius (Emelia Maria Vandemoortele) Vander Planke,female,S,3,31,1,0,1717.56,0
Mr David Vartanian,male,C,3,22,0,0,689.4095,1
Mr Olof Edvin Vendel,male,S,3,20,0,0,749.447764,0
Miss Hulda Amanda Adolfina Vestrom,female,S,3,14,0,0,749.447764,0
Mr Janko Vovk,male,S,3,22,0,0,753.417236,0
Mr Achille Waelens,male,S,3,22,0,0,858.78,0
Mr Frederick Ware,male,S,3,,0,0,768.131,0
Mr Charles William Warren,male,S,3,,0,0,720.421,0
Mr James Webber,male,S,3,,0,0,768.131,0
Mr Linhart Wenzel,male,S,3,32.5,0,0,906.49,0
Mrs George Joseph (Shawneene Abi-Saab) Whabee,female,C,3,38,0,0,689.810264,1
Mr Carl/Charles Peter Widegren,male,S,3,51,0,0,739.505,0
Mr Jakob Alfred Wiklund,male,S,3,18,1,0,619.829236,0
Mr Karl Johan Wiklund,male,S,3,21,1,0,619.829236,0
Mrs James (Ellen Needs) Wilkes,female,S,3,47,1,0,667.94,1
"Mr Aaron (""Abi Weller"") Willer",male,S,3,,0,0,831.34675,0
Mr Edward Willey,male,S,3,,0,0,720.421,0
"Mr Howard Hugh ""Harry"" Williams",male,S,3,,0,0,768.131,0
Mr Leslie Williams,male,S,3,28.5,0,0,1536.262,0
Mr Einar Windelov,male,S,3,21,0,0,691.795,0
Mr Albert Wirz,male,S,3,27,0,0,826.57575,0
Mr Phillippe Wiseman,male,S,3,,0,0,691.795,0
Mr Camille Wittevrongel,male,S,3,36,0,0,906.49,0
Mr Antoni Yasbeck,male,C,3,27,1,0,1379.219764,0
Mrs Antoni (Selini Alexander) Yasbeck,female,C,3,15,1,0,1379.219764,1
Mr Gerious Youseff,male,C,3,45.5,0,0,689.4095,0
Mr Wazli Yousif,male,C,3,,0,0,689.4095,0
Mr Gerious Yousseff,male,C,3,,0,0,1379.610986,0
Miss Hileni Zabour,female,C,3,14.5,1,0,1379.219764,0
Miss Thamine Zabour,female,C,3,,1,0,1379.219764,0
Mr Mapriededer Zakarian,male,C,3,26.5,0,0,689.4095,0
Mr Ortin Zakarian,male,C,3,27,0,0,689.4095,0
Mr Leo Zimmerman,male,S,3,29,0,0,751.4325,0
